"id","c_avg_deg_cons","c_avg_dom_cons","c_avg_domdeg_cons","c_cv_deg_cons","c_cv_dom_cons","c_cv_domdeg_cons","c_domain","c_ent_deg_cons","c_ent_dom_cons","c_ent_domdeg_cons","c_logprod_deg_cons","c_logprod_dom_cons","c_max_deg_cons","c_max_dom_cons","c_max_domdeg_cons","c_min_deg_cons","c_min_dom_cons","c_min_domdeg_cons","c_num_cons","c_ratio_cons","c_sum_ari_cons","c_sum_dom_cons","c_sum_domdeg_cons","d_array_cons","d_bool_cons","d_bool_vars","d_int_cons","d_int_vars","d_ratio_array_cons","d_ratio_bool_cons","d_ratio_bool_vars","d_ratio_int_cons","d_ratio_int_vars","d_ratio_set_cons","d_set_cons","gc_diff_globs","gc_global_cons","gc_ratio_diff","gc_ratio_globs","o_deg","o_deg_avg","o_deg_cons","o_deg_std","o_dom","o_dom_avg","o_dom_deg","o_dom_std","s_bool_search","s_first_fail","s_goal","s_indomain_max","s_indomain_min","s_input_order","s_int_search","s_labeled_vars","s_other_var","v_avg_deg_vars","v_avg_dom_vars","v_avg_domdeg_vars","v_cv_deg_vars","v_cv_dom_vars","v_cv_domdeg_vars","v_def_vars","v_ent_deg_vars","v_ent_dom_vars","v_ent_domdeg_vars","v_intro_vars","v_logprod_deg_vars","v_logprod_dom_vars","v_max_deg_vars","v_max_dom_vars","v_max_domdeg_vars","v_min_dom_vars","v_min_domdeg_vars","v_num_aliases","v_num_consts","v_num_vars","v_ratio_bounded","v_ratio_vars","v_sum_deg_vars","v_sum_dom_vars","v_sum_domdeg_vars","Choco.free","Concrete.free","G12FD.free","Gecode.free","HaifaCSP.free","JaCoP.fd","MZN.Cbc.free","MZN.CPLEX.free","MZN.Gurobi.free","MZN.SCIP.free","MinisatID.free","Mistral.free","OR.Tools.free","Picat.CP.fd","Picat.SAT.free","SICStus.Prolog.fd","iZplus.free","Choco.free_success","Concrete.free_success","G12FD.free_success","Gecode.free_success","HaifaCSP.free_success","JaCoP.fd_success","MZN.Cbc.free_success","MZN.CPLEX.free_success","MZN.Gurobi.free_success","MZN.SCIP.free_success","MinisatID.free_success","Mistral.free_success","OR.Tools.free_success","Picat.CP.fd_success","Picat.SAT.free_success","SICStus.Prolog.fd_success","iZplus.free_success","base","Class"
"CELAR7-SUB4",2.48797,13.8647,5.95117,4.32977,0.978131,0.555177,0,0.910232,2.34457,2.06627,2230.8,6460.53,478,502.714,10.6008,1,2,1,1953,0.988861,4883,27077.7,11622.6,0,0,477,1476,1498,0,0,0.241519,0.75576,0.758481,0,0,0,0,0.333333,0,1,0.406462,0.000512,-0.443566,55058400,1934.62,55058400,44.4297,0,5,2,0,5,0,5,5,0,2.46025,28459.5,28168.2,1.33811,43.521,43.9713,1454,0.241222,1.6691,1.64997,2408,2120.59,11086.6,36,55058400,55058400,2,1,522,478,1975,0.506329,1.01126,4859,56207500,55632200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.148,"LCG.Glucose.UC.free"
"UD3-gbac",3.44408,9.29631,3.04284,2.43475,7.90454,0.982798,0,0.663689,3.03535,2.21182,8236.46,15982.1,478,5993.94,14.0401,2,2,1,6796,1.15578,18293,63177.7,20679.2,0,0,2124,4643,3756,0,0,0.361224,0.683196,0.638776,0,0,1,29,0.034483,0.004267,1,0.251218,0.000147,-0.650171,465725000,2939.4,465725000,76.544,0,1,2,0,1,0,1,1,0,3.98061,158442,118821,1.15167,38.3883,51.1279,5365,2.26283,1.85454,2.38978,15300,9491.27,18917.1,71,465725000,465725000,2,0.126761,10172,1244,5880,1.9415,0.865215,23406,931641000,698669000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.58,"LCG.Glucose.UC.free"
"UD5-gbac",3.63286,8.91765,2.7583,2.35203,6.85444,1.12127,0,0.704323,3.04853,2.04836,5824.98,10313.9,349,4148.99,14.4939,2,2,1,4772,1.03807,12653,42555,13162.6,0,0,1692,3051,2905,0,0,0.368066,0.639355,0.631934,0,0,1,29,0.034483,0.006077,1,0.265171,0.00021,-0.881186,473782000,2298.15,473782000,67.6195,0,1,2,0,1,0,1,1,0,3.77116,206158,154609,0.833909,33.9717,45.2161,4129,2.30774,1.86491,2.25793,12042,7421.83,13686,46,473782000,473782000,2,0.130435,8196,1289,4597,2.0633,0.963328,17336,947710000,710736000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.4,"LCG.Glucose.UC.free"
"ar_1_3",3.16216,18.9499,6.60754,1.61002,1.15943,0.064773,0,0.534488,0.534488,0.179256,44.9069,145.552,32,131.891,7.32001,2,13.3164,4.12159,37,0.755102,112,701.148,244.479,0,0,0,34,49,0,0,0,0.918919,1,0,0,2,3,0.666667,0.081081,1,0.418803,0.027027,-1.04976,1001,11.4574,1001,6.54589,0,0,2,0,5,0,5,5,5,2.38776,87.3673,45.0435,0.553646,1.59755,3.08982,4,2.1758,1.04328,2.28778,64,49.9674,248.389,5,1001,1001,3,3,120,70,49,3.87755,1.32432,117,4281,2207.13,5.523,6.164,1200,930.699,1.436,480.268,441.308,1.692,3.856,3.891,0.236,0.126,79.08,1200,1.442,74.239,0.264,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.088,"LCG.Glucose.UC.free"
"att48_6",2.88255,7.53884,2.81203,0.871095,1.4102,0.814154,15,1.29551,2.84316,1.79854,387.244,751.52,14,119.797,15.9773,2,2,1,298,1.04561,852,2246.57,837.984,54,14,236,228,49,0.181208,0.04698,0.82807,0.765101,0.17193,0,0,1,2,0.5,0.006711,1,0.331781,0.003356,-0.531786,64513,56.369,64513,9.32762,0,5,2,0,5,0,5,5,0,3.01404,1144.48,685.105,1.25656,5.93602,6.90035,269,0.735642,1.03036,0.876457,283,348.62,660.135,28,64513,64513,2,0.25,28,211,285,0.838596,0.956376,859,326176,195255,1106.947,1200,1200,1200,1200,1200,1200,1200,1200,1200,914.531,1200,1200,1200,88.888,1200,1200,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.048,"Chuffed.free"
"binpack_11",2.4261,4.89063,1.86595,0.795546,1.29454,0.42647,0,0.636943,3.20399,1.60536,1636.28,2738.14,33,50.3438,5.78136,2,1,0.5,1448,1.41961,3837,7081.63,2701.89,194,431,847,822,173,0.133978,0.297652,0.830392,0.56768,0.169608,0,0,1,1,1,0.000691,1,0.29035,0.000691,-0.506131,12,3.20587,12,1.13249,0,0,2,0,5,5,5,5,0,3.44412,3.74314,1.35937,1.40211,1.94781,2.35677,845,1.66802,1.13764,0.888445,1852,1375.92,1310.54,43,56,28,1,0.095238,602,509,1020,1.08922,0.70442,3513,3818,1386.56,5.936,1200,61.847,18.542,5.242,26.791,1200,216.974,1200,64.849,9.896,41.709,14.764,1200,1.511,25.721,0.384,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.148,"newJointClass"
"c_v15_a105_d7",2.49562,3.26965,1.29065,1.10699,1.21271,0.406658,0,1.11116,1.97764,0.86074,4188.3,5139.36,106,117.609,5.2608,2,2,1,3428,1.79476,8255,11208.4,4424.35,667,1738,1756,918,154,0.194574,0.507001,0.919372,0.267795,0.080628,0,0,0,0,0.333333,0,1,0.223261,0.000292,-0.473728,6247,1142.12,6247,43.6846,0,0,2,0,5,5,5,5,0,4.47906,5.46963,4.04695,1.63963,26.1219,35.3082,1714,2.4107,0.207349,0.882961,2015,3175.82,2006.54,76,6247,6247,2,0.052632,377,423,1910,0.418848,0.557176,8555,10447,7729.67,50.517,1200,1200,54.099,44.163,126.932,844.465,1200,70.035,249.622,1200,1200,62.928,642.068,90.656,203.747,1119.943,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE",0.24,"LCG.Glucose.free"
"c_v20_a190_d5",2.43596,3.03223,1.24391,1.41107,1.40998,0.434511,0,1.03069,1.84888,0.559629,8246.89,9796.31,191,203.384,5.90889,2,2,1,6918,2.06816,16297,20977,8605.39,1187,3918,3091,1623,254,0.171581,0.566349,0.924066,0.234605,0.075934,0,0,0,0,0.333333,0,1,0.198493,0.000145,-0.455431,10689,1986.48,10689,57.8166,0,0,2,0,5,5,5,5,0,5.03797,5.38087,3.95211,1.75989,34.341,46.7554,3034,2.57374,0.161263,0.887744,3535,5815.03,3460.29,101,10689,10689,2,0.029703,652,763,3345,0.423019,0.483521,16852,17999,13219.8,292.661,1200,1200,237.311,1200,740.77,1200,460.56,240.389,347.841,1200,1200,268.053,1200,1200,761.113,1200,"TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE",0.468,"LCG.Glucose.free"
"dct_1_3",2.89333,18.2263,6.62929,1.68808,1.48093,0.044431,0,0.279024,0.305691,0.102158,85.1699,289.691,32,213.063,7.02588,2,13.3164,4.12159,75,1.0274,226,1366.97,497.197,0,0,0,72,73,0,0,0,0.96,1,0,0,2,3,0.666667,0.04,1,0.336406,0.013333,-1.4785,1001,10.8983,1001,7.93809,0,0,2,0,5,0,5,5,5,2.9726,91.8493,37.729,0.44883,1.24693,3.0314,8,2.13953,0.858155,2.2147,112,100.062,408.186,6,1001,1001,3,3,184,130,73,4.30137,0.973333,217,6705,2754.22,0.552,1200,1200,1200,1200,0.298,1200,1200,1200,1200,1200,1200,0.061,1200,1200,1200,1200,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE",0.072,"newJointClass"
"ewf_1_2",2.78947,17.8368,6.61503,1.33078,1.26808,0.05675,0,0.380891,0.380891,0.127419,65.8704,221.052,26,173.113,7.02588,2,13.3164,3.82911,57,1.11765,172,1016.7,377.057,0,0,0,54,51,0,0,0,0.947368,1,0,0,2,3,0.666667,0.052632,1,0.320755,0.017544,-1.51767,1001,9.70736,1001,6.80384,0,0,2,0,5,0,5,5,5,3.11765,103.118,45.7193,0.447558,1.27977,2.97139,8,2.34733,0.761105,2.43614,84,74.1553,297.612,6,1001,1001,2,2,126,96,51,4.35294,0.894737,159,5259,2331.68,0.553,1200,1200,1200,1200,0.317,1200,1200,1200,1200,3.008,1200,0.058,1200,5.053,0.526,1200,"TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",0.084,"newJointClass"
"fir_1_3",3.03846,18.797,6.62428,1.18481,1.01649,0.089514,0,0.468167,0.698827,0.468167,31.9069,102.649,16,99.8732,8.31272,2,13.3164,4.12159,26,0.787879,79,488.722,172.231,0,0,0,23,33,0,0,0,0.884615,1,0,0,2,3,0.666667,0.115385,1,0.417722,0.038462,-1.26803,1001,9.57756,1001,5.4699,0,0,2,0,5,0,5,5,5,2.39394,104.515,58.351,0.459199,1.56814,2.87109,1,1.99257,0.982603,2.12982,48,35.6797,182.444,4,1001,1001,3,3,86,63,33,4.51515,1.26923,79,3449,1925.58,0.932,5.506,19.535,14.492,11.282,0.242,1200,33.009,20.251,9.976,0.234,0.953,0.055,18.818,0.692,0.508,0.93,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.084,"newJointClass"
"fir_1_4",3.03846,18.9247,6.63227,1.18481,1.0267,0.084389,0,0.468167,0.698827,0.468167,31.9069,102.72,16,99.8732,8.31272,2,13.3164,4.32911,26,0.787879,79,492.042,172.439,0,0,0,23,33,0,0,0,0.884615,1,0,0,2,3,0.666667,0.115385,1,0.417722,0.038462,-1.26803,1001,9.55539,1001,5.47342,0,0,2,0,5,0,5,5,5,2.39394,104.758,58.5934,0.459199,1.56308,2.85785,1,1.99257,0.982603,2.12982,48,35.6797,185.764,4,1001,1001,4,4,86,63,33,4.51515,1.26923,79,3457,1933.58,0.497,4.972,19.667,17.667,9.835,0.24,1200,19.627,1.283,6.586,0.229,0.88,0.052,18.35,0.818,0.495,0.897,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.088,"newJointClass"
"graph05",2.4766,13.699,5.94959,6.33433,1.27848,0.552259,0,0.980024,3.09631,2.3028,4909.36,14336.8,1035,1051.81,10.6008,1,2,1,4337,0.977462,10843,59412.4,25803.4,0,0,1034,3303,3403,0,0,0.23304,0.761586,0.76696,0,0,0,0,0.333333,0,1,0.41309,0.000231,-0.602061,229599,364.785,229599,65.4599,0,5,2,0,5,0,5,5,0,2.42078,629.41,339.958,0.974835,5.55736,10.1698,3203,0.436668,1.90257,1.93318,5271,4886.75,25031.4,22,229599,229599,2,0.285714,1235,1035,4437,0.511607,1.02306,10741,2792690,1508390,1200,1200,1200,1200,1200,1200,1200,1200,120.267,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.268,"LCG.Glucose.UC.free"
"handball17",5.267,10.4258,1.90805,1.05231,1.26453,0.424791,63,2.02231,3.84464,1.70526,3951.26,5745.57,28,100.846,5.04232,1,1,1,2176,1.06667,6553,22686.5,4151.92,415,0,680,1557,1360,0.190717,0,0.333333,0.715533,0.666667,0,0,5,86,0.058139,0.039522,1,0.177995,0.00046,-0.592791,27,3.20456,27,1.58251,0,0,2,0,5,5,5,5,0,5.61814,8.42549,3.50835,1.38667,1.39308,1.70469,1466,1.7243,2.20591,2.27169,3346,3469.16,4375.82,29,42,27,2,0.103448,2435,210,2040,1.29657,0.9375,11461,17188,7157.03,111.097,1200,1200,103.486,43.91,136.887,1200,1200,1200,1200,1200,1200,1200,1200,1200,118.053,1200,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",0.208,"Chuffed.free"
"handball20",5.26369,10.4239,1.90887,1.05198,1.26475,0.424711,63,2.02318,3.84407,1.70575,3945.02,5738.23,28,100.846,5.04232,1,1,1,2173,1.06676,6545,22651.1,4147.98,414,0,679,1556,1358,0.19052,0,0.333333,0.716061,0.666667,0,0,5,86,0.058139,0.039577,1,0.178091,0.00046,-0.593574,26,3.08277,26,1.49588,0,0,2,0,5,5,5,5,0,5.61512,8.43397,3.51319,1.38468,1.39234,1.70295,1463,1.71473,2.20699,2.27117,3342,3463.81,4372.18,29,42,26,2,0.103448,2434,209,2037,1.2975,0.937414,11438,17180,7156.38,1200,1200,1200,19.267,23.036,39.376,1200,1200,1200,1200,1200,1200,1200,1200,1200,29.891,1200,"FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",0.216,"Chuffed.free"
"handball3",5.27755,10.4317,1.90543,1.05153,1.26262,0.424879,63,2.02495,3.84367,1.70329,3976.07,5775.2,30,100.846,5.04232,1,1,1,2187,1.06631,6583,22814.1,4167.18,420,0,683,1560,1368,0.192044,0,0.333008,0.713306,0.666992,0,0,5,86,0.058139,0.039323,1,0.177699,0.000457,-0.590304,30,3.57359,30,1.84398,0,0,2,0,5,5,5,5,0,5.6275,8.39493,3.49861,1.39301,1.39567,1.70744,1477,1.68118,2.20218,2.26537,3360,3482.93,4389.9,28,42,30,2,0.107143,2438,213,2051,1.29254,0.937814,11542,17218,7175.66,115.951,1200,1200,92.399,130.135,127.789,1200,1200,1200,1200,1200,1200,1200,1200,1200,113.354,1200,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",0.172,"LCG.Glucose.free"
"handball5",5.27485,10.4311,1.90633,1.0522,1.26344,0.424876,63,2.0228,3.84485,1.70403,3966.98,5764.23,29,100.846,5.04232,1,1,1,2183,1.06644,6572,22771.1,4161.51,418,0,682,1559,1365,0.19148,0,0.33317,0.714155,0.66683,0,0,5,86,0.058139,0.039395,1,0.177768,0.000458,-0.591498,29,3.44993,29,1.75654,0,0,2,0,5,5,5,5,0,5.62531,8.40596,3.50234,1.39008,1.39475,1.70647,1473,1.69188,2.2035,2.26575,3355,3478.49,4384.68,27,42,29,2,0.111111,2437,212,2047,1.29409,0.9377,11515,17207,7169.29,110.745,1200,1200,397.924,49.627,220.376,1200,1200,1200,1200,1200,1200,1200,1200,1200,160.044,1200,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",0.156,"LCG.Glucose.UC.free"
"handball7",5.28433,10.4643,1.91066,1.04929,1.26087,0.424092,63,2.02819,3.84601,1.70562,3950.46,5744.79,28,100.846,5.04232,1,1,1,2170,1.06686,6539,22707.5,4146.12,417,0,676,1553,1358,0.192166,0,0.33235,0.715668,0.66765,0,0,5,86,0.058139,0.039631,1,0.177379,0.000461,-0.592475,23,2.724,23,1.23925,0,0,2,0,5,5,5,5,0,5.63766,8.44346,3.51681,1.38845,1.39116,1.70059,1460,1.69694,2.20874,2.27572,3336,3460.59,4370.76,28,42,23,2,0.107143,2431,206,2034,1.29646,0.937327,11467,17174,7153.2,36.585,1200,1200,44.644,79.516,72.428,1200,1200,1200,1200,1200,1200,1200,1200,1200,52.996,1200,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE",0.2,"Chuffed.free"
"j30_15_5",9,12.4634,1.85394,2.63214,2.4954,0.879586,0,1.584,2.98531,1.34622,619.2,856.248,92,313.97,7.81378,1,1,1,424,0.931868,1124,5284.5,786.072,180,0,120,122,335,0.424528,0,0.263736,0.287736,0.736264,0,0,1,2,0.5,0.004717,4,0.476939,0.009434,-0.387345,215,11.4697,53.75,3.42871,0,0,2,0,5,0,5,5,5,8.38681,18.7451,4.40236,1.35038,3.05353,3.24171,292,1.90386,1.34483,1.92263,394,930.39,742.071,31,225,112.5,1,0.064516,314,475,455,1.73407,1.07311,3816,8529,2003.08,2.487,1200,495.262,43.835,48.378,1200,1200,82.791,315.692,904.807,188.494,1200,323.188,1200,62.718,11.124,9.836,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE",0.156,"LCG.Glucose.UC.free"
"j30_17_10",5.13006,10.021,2.22451,2.72975,1.89824,0.760528,0,1.90044,3.14621,1.59082,1973.8,2961.77,92,310.664,7.87652,1,1,1,1261,1.12791,3798,12636.5,2805.11,343,174,783,622,335,0.272006,0.137986,0.700358,0.493259,0.299642,0,0,1,2,0.5,0.001586,4,0.691297,0.003172,-0.193758,225,24.6811,56.25,5.51093,0,0,2,0,5,0,5,5,5,5.78623,9.11628,1.59914,1.59324,4.29712,4.66671,949,1.63615,0.757836,1.18764,1057,1793.26,1397.25,51,235,117.5,1,0.064516,302,489,1118,0.707513,0.886598,6469,10192,1787.84,1.89,164.105,2.676,166.228,52.152,918.142,784.471,6.493,4.189,166.719,68.815,1200,281.243,1200,52.666,814.842,12.002,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE",0.216,"LCG.Glucose.UC.free"
"j30_1_10",5.9292,10.6932,2.18721,2.78177,2.0701,0.785012,0,1.92693,3.27533,1.60582,1407.3,2092.24,92,315.625,7.97154,1,1,1,904,1.07747,2660,9666.64,1977.23,276,96,504,410,335,0.30531,0.106195,0.600715,0.45354,0.399285,0,0,1,2,0.5,0.002212,4,0.626119,0.004425,-0.250182,241,19.8157,60.25,4.75085,0,0,2,0,5,0,5,5,5,6.38856,12.1621,2.20636,1.49443,3.96048,4.51309,679,1.70674,0.870229,1.34032,808,1447.32,1131.28,36,251,125.5,1,0.064516,345,506,839,1.0143,0.928097,5360,10204,1851.13,244.259,16.959,5.699,389.215,15.079,1200,16.839,3.058,2.701,14.506,73.031,5.347,897.653,1200,104.859,1200,65.745,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE",0.148,"LCG.Glucose.free"
"j30_27_5-wet",2.77143,15.5127,5.65173,1.79707,1.68945,0.094957,0,0.432602,2.63299,0.934466,192.935,628.154,54,261.292,5.88264,1,2,1,175,1.23239,530,2714.73,989.054,1,0,2,170,140,0.005714,0,0.014084,0.971429,0.985915,0,0,1,4,0.25,0.022857,1,0.292784,0.005714,-0.872446,4001,53.1421,4001,11.8584,0,1,2,0,1,0,1,1,0,3.41549,75.2887,46.764,0.810614,4.39706,7.12427,57,1.45361,2.68902,3.50755,200,205.686,769.199,12,4001,4001,2,1,123,184,142,2.16197,0.811429,485,10691,6640.49,5.66,1200,1200,232.171,5.241,328.345,9.323,1.881,1.398,38.77,21.506,4.343,202.209,1200,32.63,213.759,5.804,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.084,"LCG.Glucose.UC.free"
"j30_37_4",5.59763,10.4205,2.21837,2.78946,2.02309,0.771102,0,1.89972,3.33892,1.732,1568.11,2363.15,92,318.646,7.94251,1,1,1,1014,1.10458,3010,10566.4,2249.43,296,121,583,475,335,0.291913,0.119329,0.635076,0.468442,0.364924,0,0,1,2,0.5,0.001972,4,0.646934,0.003945,-0.230855,236,21.215,59,4.97799,0,0,2,0,5,0,5,5,5,6.18301,11.1242,2.03681,1.52938,4.06089,4.5308,758,1.70171,0.892915,1.37173,857,1547.86,1223.85,41,246,123,1,0.064516,320,471,918,0.861656,0.905325,5676,10212,1869.79,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.152,"LCG.Glucose.free"
"j30_44_8-wet",2.73077,15.363,5.69283,1.78778,1.65587,0.073136,0,0.321191,2.61178,0.786858,198.777,654.615,54,256.893,5.88264,1,5.88264,3.44132,182,1.3,550,2796.06,1036.1,0,0,0,178,140,0,0,0,0.978022,1,0,0,1,4,0.25,0.021978,1,0.28169,0.005495,-0.86501,3968,52.137,3968,11.7742,0,1,2,0,1,0,1,1,0,3.55,76.1071,47.0661,0.830406,4.34314,7.0694,55,1.3677,2.89225,3.47403,198,206.742,762.801,11,3968,3968,2,1,123,184,140,2.19286,0.769231,497,10655,6589.25,7.299,52.348,84.394,127.109,5.353,152.887,6.905,1.172,1.416,11.539,35.856,15.933,142.873,1200,31.07,108.697,8.523,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.084,"LCG.Glucose.UC.free"
"j30_53_3",8.90909,12.4313,1.86824,2.64251,2.4744,0.876352,0,1.65494,3.10138,1.38076,621.76,865.671,92,312.381,7.94251,1,1,1,429,0.934641,1140,5333.02,801.477,181,1,124,125,335,0.421911,0.002331,0.270153,0.291375,0.729847,0,0,1,2,0.5,0.004662,4,0.480377,0.009324,-0.382833,236,11.693,59,3.44822,0,0,2,0,5,0,5,5,5,8.3268,20.183,4.66298,1.35731,3.10102,3.3197,290,2.08624,1.38969,2.07605,398,931.982,743.566,31,246,123,1,0.064516,304,487,459,1.72331,1.06993,3822,9264,2140.31,1200,1200,1200,1200,161.141,1200,1200,723.132,1200,1200,335.363,1200,1200,1200,109.011,1200,254.385,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",0.148,"LCG.Glucose.UC.free"
"j60_36_8-wet",2.45125,14.6133,6.05387,2.22332,1.98856,0.133018,0,0.398112,2.89522,0.629819,381.157,1303.69,102,536.245,6.37504,1,2,1,359,1.29137,1087,5246.16,2173.34,6,0,12,349,266,0.016713,0,0.043166,0.972145,0.956835,0,0,1,4,0.25,0.011142,1,0.315909,0.002786,-0.937131,9605,97.0766,9605,16.6256,0,1,2,0,1,0,1,1,0,3.16547,98.9424,60.1444,0.729984,5.77884,9.53827,115,1.2912,3.21421,3.79576,265,390.304,1593.75,14,9605,9605,2,1,112,122,278,0.841727,0.774373,880,27506,16720.1,1200,1200,1200,1200,1200,1200,42.688,3.476,3.989,250.289,1200,1200,1200,1200,281.496,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.096,"LCG.Glucose.UC.free"
