"id","c_avg_deg_cons","c_avg_dom_cons","c_avg_domdeg_cons","c_cv_deg_cons","c_cv_dom_cons","c_cv_domdeg_cons","c_domain","c_ent_deg_cons","c_ent_dom_cons","c_ent_domdeg_cons","c_logprod_deg_cons","c_logprod_dom_cons","c_max_deg_cons","c_max_dom_cons","c_max_domdeg_cons","c_min_deg_cons","c_min_dom_cons","c_min_domdeg_cons","c_num_cons","c_ratio_cons","c_sum_ari_cons","c_sum_dom_cons","c_sum_domdeg_cons","d_array_cons","d_bool_cons","d_bool_vars","d_int_cons","d_int_vars","d_ratio_array_cons","d_ratio_bool_cons","d_ratio_bool_vars","d_ratio_int_cons","d_ratio_int_vars","d_ratio_set_cons","d_set_cons","gc_diff_globs","gc_global_cons","gc_ratio_diff","gc_ratio_globs","o_deg","o_deg_avg","o_deg_cons","o_deg_std","o_dom","o_dom_avg","o_dom_deg","o_dom_std","s_bool_search","s_first_fail","s_goal","s_indomain_max","s_indomain_min","s_input_order","s_int_search","s_labeled_vars","s_other_var","v_avg_deg_vars","v_avg_dom_vars","v_avg_domdeg_vars","v_cv_deg_vars","v_cv_dom_vars","v_cv_domdeg_vars","v_def_vars","v_ent_deg_vars","v_ent_dom_vars","v_ent_domdeg_vars","v_intro_vars","v_logprod_deg_vars","v_logprod_dom_vars","v_max_deg_vars","v_max_dom_vars","v_max_domdeg_vars","v_min_dom_vars","v_min_domdeg_vars","v_num_aliases","v_num_consts","v_num_vars","v_ratio_bounded","v_ratio_vars","v_sum_deg_vars","v_sum_dom_vars","v_sum_domdeg_vars","Choco.free","Concrete.free","G12FD.free","Gecode.free","HaifaCSP.free","JaCoP.fd","MZN.Cbc.free","MZN.CPLEX.free","MZN.Gurobi.free","MZN.SCIP.free","MinisatID.free","Mistral.free","OR.Tools.free","Picat.CP.fd","Picat.SAT.free","SICStus.Prolog.fd","iZplus.free","Choco.free_success","Concrete.free_success","G12FD.free_success","Gecode.free_success","HaifaCSP.free_success","JaCoP.fd_success","MZN.Cbc.free_success","MZN.CPLEX.free_success","MZN.Gurobi.free_success","MZN.SCIP.free_success","MinisatID.free_success","Mistral.free_success","OR.Tools.free_success","Picat.CP.fd_success","Picat.SAT.free_success","SICStus.Prolog.fd_success","iZplus.free_success","base","Class"
"oocsp_racks_100_r1",3.13701,4.23667,1.42985,2.35305,2.20491,0.779699,0,1.49634,2.02524,0.695143,462077,556332,200,1331.64,6.65821,1,1,1,342972,1.22108,796364,1453060,490399,70450,195600,249750,46416,31127,0.20541,0.570309,0.889179,0.135335,0.110821,0.001458,500,2,6,0.333333,1.7e-05,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,3.83052,2.39723,0.903389,3.3622,2.6107,2.38692,207365,1.63946,0.037721,0.59564,310367,410299,287254,404,101,101,2,0.004988,31744,317,280877,0.114146,0.81895,1075910,673327,253741,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",18.772,"LCG.Glucose.UC.free"
"pizza_8_3",2.57611,4.95107,1.80678,0.690997,1.10244,0.496354,0,1.20525,4.34689,1.65481,1974.98,3101.26,16,47.894,9.11274,2,1,0.5,1616,1.4785,4209,8000.93,2919.76,258,559,837,799,256,0.159653,0.345916,0.765782,0.494431,0.234218,0,0,0,0,0.333333,0,1,0.262551,0.000619,-0.454263,1188,132.607,1188,19.2084,0,0,2,0,5,5,5,5,0,3.80878,8.95883,4.56765,1.6234,6.85151,9.5596,887,2.21119,1.62268,1.51109,2378,1521.9,1548.62,49,1188,1188,1,0.055556,916,663,1093,1.44465,0.676361,4163,9792,4992.45,1200,1200,1200,1200,13.147,1200,1200,523.25,885.005,307.558,20.258,1200,1200,1200,4.827,1200,10.502,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE",0.18,"LCG.Glucose.UC.free"
"plusexample_6",2.74359,8.69044,3.07143,0.276452,0.455993,0.399221,0,0.996694,3.32839,1.8379,110.418,223.1,8,14.5601,6.04439,2,2,1,78,0.438202,224,677.854,239.572,0,8,16,69,162,0,0.102564,0.089888,0.884615,0.910112,0,0,1,1,1,0.012821,1,0.831776,0.012821,-0.139393,66,7.42604,66,4.26291,0,0,2,0,5,5,5,5,0,1.20225,8.88764,4.27512,1.20684,1.50743,1.87317,69,4.6498,2.58123,5.75536,264,103.406,296.712,7,66,66,1,0.857143,176,89,178,1.48876,2.28205,214,1582,760.971,31.406,1200,57.619,43.035,0.124,45.783,0.075,0.07,0.073,0.083,0.361,22.785,57.935,68.057,0.587,58.444,495.094,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.092,"newJointClass"
"projplan1_15_15",2.60112,5.28293,1.76094,1.23544,1.73065,0.691108,0,1.10187,2.7167,1.50401,852.336,1250.61,74,91.8696,5.49185,2,2,1,712,1.03488,1884,3761.45,1253.79,141,267,339,303,349,0.198034,0.375,0.492733,0.425562,0.507267,0,0,1,1,1,0.001404,1,0.37149,0.001404,-0.458822,45,5.32325,45,2.38818,0,0,2,0,5,5,5,5,0,2.69186,8.45349,3.5157,1.36983,1.81027,1.98548,342,2.60296,1.57898,2.70995,1151,767.62,1106.24,35,45,45,1,0.057143,722,214,688,1.36047,0.966292,1852,5816,2418.8,516.482,4.955,39.845,1200,0.11,1200,6.649,0.324,0.34,2.712,1.406,0.187,1200,1200,0.882,1200,0.589,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE",0.116,"Chuffed.free"
"rat99_5",2.84052,6.57405,2.50349,0.764866,0.891515,0.598602,13,1.35743,3.03073,1.78463,303.941,565.639,12,53.6526,9.14975,2,2,1,232,1.04977,660,1525.18,580.81,46,12,178,172,43,0.198276,0.051724,0.80543,0.741379,0.19457,0,0,1,2,0.5,0.008621,1,0.335357,0.00431,-0.569137,568,22.8191,568,7.1213,0,5,2,0,5,0,5,5,0,2.9819,24.8914,13.4373,1.16781,3.06393,3.7371,207,0.788973,1.13574,0.94526,219,271.997,434.191,24,568,568,2,0.285714,24,210,221,1.05882,0.952586,659,5501,2969.65,12.112,1200,194.769,26.164,8.026,45.27,1200,209.188,75.922,71.495,6.678,1.6,25.516,67.361,10.438,45.339,4.725,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.064,"LCG.Glucose.free"
"rat99_6",2.88255,6.71664,2.56761,0.871095,0.887901,0.561151,15,1.29551,2.84316,1.75166,387.244,739.638,14,60.2025,9.34207,2,2,1,298,1.04561,852,2001.56,765.146,54,14,236,228,49,0.181208,0.04698,0.82807,0.765101,0.17193,0,0,1,2,0.5,0.006711,1,0.331781,0.003356,-0.531786,649,26.9786,649,7.89506,0,5,2,0,5,0,5,5,0,3.01404,24.0561,12.8525,1.25656,3.29048,4.00707,269,0.735642,1.03036,0.876457,283,348.62,534.311,28,649,649,2,0.25,28,211,285,0.838596,0.956376,859,6856,3662.95,213.353,1200,1073.225,492.481,105.002,853.624,1200,568.744,988.429,224.215,26.019,6.647,232.635,1200,19.99,740.399,8.754,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.048,"LCG.Glucose.free"
"reduced_UD10-gbac",2.80439,9.50672,3.24293,2.22102,5.20004,0.877085,0,1.2138,4.07505,2.40035,1359.95,2710.09,201,1627.78,11.1111,2,2,1,1094,0.993642,2997,10400.3,3547.77,0,0,300,779,801,0,0,0.27248,0.712066,0.72752,0,0,1,15,0.066667,0.013711,1,0.358866,0.000914,-1.15051,8987150,550.013,8987150,32.9979,0,1,2,0,1,0,1,1,0,2.78656,16339.9,12250.3,0.55726,16.6378,22.1178,961,1.59877,2.86355,2.8766,1293,1473.47,4136.96,13,8987150,8987150,2,0.285714,383,324,1101,0.642144,1.0064,3068,17990200,13487500,1200,1200,1200,1200,1200,1200,1200,1200,35.729,1200,1200,1200,1200,1200,232.08,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.124,"newJointClass"
"reduced_UD3-gbac",3.15237,11.7808,3.83506,3.04298,8.14559,0.791561,0,1.39279,4.79626,2.50075,3475.01,7389.54,478,4898.58,11.368,2,2,1,2612,1.01476,7299,30771.5,10017.2,0,0,558,2033,2016,0,0,0.216783,0.778331,0.783217,0,0,1,21,0.047619,0.00804,1,0.312606,0.000383,-0.928188,30938200,1285.97,30938200,50.6438,0,1,2,0,1,0,1,1,0,3.19891,24058.3,18037.5,0.740576,25.3727,33.808,2233,1.83919,3.42077,3.69008,3819,3725.28,11890,25,30938200,30938200,2,0.2,1649,697,2574,0.911422,0.985452,8234,61926000,46428600,1200,1200,1200,1200,1200,1200,1200,1200,132.972,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.276,"newJointClass"
"reduced_UD6-gbac",2.8339,9.5335,3.22376,2.29389,5.13632,0.875814,0,1.31415,4.44301,2.26161,1117.21,2195.2,191,1453.25,10.7964,2,2,1,885,0.987723,2453,8437.15,2853.03,0,0,220,647,676,0,0,0.245536,0.731073,0.754464,0,0,1,18,0.055556,0.020339,1,0.357257,0.00113,-1.37238,7442110,447.675,7442110,29.7472,0,1,2,0,1,0,1,1,0,2.79911,16623.9,12464,0.468343,15.0157,19.9534,761,1.64999,3.09673,2.99575,951,1222.23,3443.88,10,7442110,7442110,2,0.333333,246,328,896,0.640625,1.01243,2508,14895000,11167800,1200,1200,1200,1200,1200,1200,1200,48.756,7.805,1200,1200,1200,1200,1200,64.57,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.084,"LCG.Glucose.UC.free"
"ring_1",3.87342,17.6079,3.39064,2.0834,1.99771,1.0731,0,1.50844,2.32674,1.98388,681.061,1199.66,145,287.493,15.8181,2,2,1,474,0.80339,1356,8346.17,1607.17,0,0,126,370,464,0,0,0.213559,0.780591,0.786441,0,0,2,15,0.133333,0.031646,1,0.321351,0.00211,-0.878109,10001,2.89066,10001,0.533704,0,5,2,0,5,0,5,5,0,3.11186,3459.77,1699.4,0.772853,3.54252,3.61073,324,1.80164,1.75921,1.94817,1170,879.89,2944.79,36,70201,35100.5,2,0.25,1585,634,590,3.76102,1.24473,1836,2041260,1002640,1200,1200,1200,1200,0.3,0.556,5.601,0.331,0.662,4.078,1200,1200,1200,1200,234.59,1200,1200,"FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.128,"newJointClass"
"routing_7",2.29793,4.73318,2.12795,0.364678,1.09354,0.680621,0,0.856289,2.17891,1.44453,11487.5,19140.6,16,107.892,6.84799,2,2,1,9905,1.4215,24055,46882.1,21077.3,2676,3128,6620,4099,348,0.270167,0.3158,0.950057,0.413831,0.049943,0,0,1,2,0.5,0.000202,1,0.306138,0.000101,-0.244747,299,86.7844,299,17.1486,0,0,2,0,5,5,5,5,0,3.2665,3.44532,1.29525,2.83502,5.0024,5.58117,6634,0.823144,0.384949,0.776803,12938,8253.43,7386.5,198,299,299,1,0.133333,629,5990,6968,0.949914,0.703483,22761,24007,9025.32,1200,1200,1200,252.263,1200,333.821,1200,1200,1091.525,1200,1200,1200,1200,1200,331.874,1200,1200,"FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",0.544,"Chuffed.free"
"s_v20_a50_d4",2.8003,3.86133,1.34798,1.116,1.40116,0.426255,0,1.10398,2.06461,0.717387,1742.58,2189.3,51,90.7605,4.32193,2,2,1,1342,1.34874,3580,5181.91,1808.99,212,555,883,525,112,0.157973,0.413562,0.887437,0.391207,0.112563,0,0,0,0,0.333333,0,1,0.264768,0.000745,-0.379869,1297,348.505,1297,31.4652,0,0,2,0,5,5,5,5,0,3.77688,3.72161,2.17729,1.93549,11.0441,18.8634,824,1.84104,0.40092,0.634322,1045,1417.04,1097.5,86,1297,1297,2,0.034884,232,103,995,0.336683,0.741431,3758,3703,2166.4,77.58,1200,1200,97.115,305.364,195.774,53.591,26.624,12.396,14.398,1200,1200,96.244,1200,103.736,170.286,1200,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE",0.14,"newJointClass"
"s_v20_a50_d5",2.79594,3.82568,1.34191,1.04692,1.42408,0.442441,0,1.25879,2.39711,0.739113,2132.92,2656.06,51,90.526,4.86566,2,2,1,1627,1.3581,4207,6224.38,2183.29,357,634,1084,586,114,0.219422,0.389674,0.904841,0.360172,0.095159,0,0,0,0,0.333333,0,1,0.263355,0.000615,-0.399453,1429,398.033,1429,34.5207,0,0,2,0,5,5,5,5,0,3.79716,3.59015,2.06426,1.84414,11.5013,19.9833,1027,1.91223,0.369779,0.779395,1248,1732.9,1308.14,86,1429,1429,2,0.034884,232,203,1198,0.363105,0.736325,4549,4301,2472.98,520.446,1200,1200,991.463,492.216,1200,405.111,1200,32.061,29.38,1200,1200,933.51,1200,78.828,1200,1200,"TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE",0.152,"newJointClass"
"s_v40_a100_d5",2.9273,4.10788,1.36393,1.56983,2.08912,0.501015,0,1.208,2.27412,0.611212,5473.88,6842.93,101,218.125,5.94589,2,2,1,4168,1.45785,11128,17121.7,5684.85,728,1724,2635,1616,224,0.174664,0.413628,0.921651,0.387716,0.078349,0,0,0,0,0.333333,0,1,0.234325,0.00024,-0.281542,2233,657.143,2233,53.0949,0,0,2,0,5,5,5,5,0,4.26758,3.39804,1.71139,2.71958,12.3579,24.3961,2518,1.72257,0.307802,0.734646,2959,3989.74,3102.78,160,2233,2233,2,0.01875,462,403,2859,0.302553,0.68594,12201,9715,4892.86,1200,1200,1200,1200,1200,1200,1200,446.613,245.061,1003.303,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.244,"newJointClass"
"sb_13_13_5_1",2.75627,3.18185,1.21657,2.11849,1.86568,0.33199,0,1.4762,2.09287,0.825535,10811.3,12679.5,170,176.409,7.40939,1,2,1,8497,1.23611,19680,27036.2,10337.2,2618,1416,4757,1894,2117,0.308109,0.166647,0.692028,0.222902,0.307972,0.073438,624,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,0,3.40704,2.19625,0.906051,0.945796,1.63497,2.50399,6758,1.26425,0.17195,0.650492,8247,9695.29,7198.67,19,170,170,2,0.105263,1661,940,6874,0.378382,0.808991,23420,15097,6228.2,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.504,"LCG.Glucose.UC.free"
"sb_13_13_5_5",2.75627,3.18185,1.21657,2.11849,1.86568,0.33199,0,1.4762,2.09287,0.825535,10811.3,12679.5,170,176.409,7.40939,1,2,1,8497,1.23611,19680,27036.2,10337.2,2618,1416,4757,1894,2117,0.308109,0.166647,0.692028,0.222902,0.307972,0.073438,624,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,0,3.40704,2.19625,0.906051,0.945796,1.63497,2.50399,6758,1.26425,0.17195,0.650492,8247,9695.29,7198.67,19,170,170,2,0.105263,1661,940,6874,0.378382,0.808991,23420,15097,6228.2,68.657,1200,380.343,102.637,2.962,157.763,2.439,1.951,1.682,8.172,93.018,326.174,29.643,285.196,2.935,152.416,1200,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",0.488,"LCG.Glucose.UC.free"
"sb_15_15_6_0",2.87904,3.27884,1.20307,2.37983,2.1133,0.326055,0,1.60139,2.19369,0.794302,15822.1,18311.4,226,232.82,7.82018,1,2,1,12054,1.21979,27687,39523.2,14501.8,3986,1904,6845,2515,3037,0.330679,0.157956,0.692674,0.208644,0.307326,0.069686,840,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,0,3.51184,2.18185,0.909409,1.09665,1.82001,2.76663,9718,1.1944,0.160691,0.622001,11911,13878.6,10309.1,27,226,226,2,0.074074,2421,1438,9882,0.390508,0.819811,34704,21561,8986.78,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.664,"LCG.Glucose.UC.free"
"sb_15_15_7_3",2.99119,3.37381,1.19435,2.32199,2.07869,0.32315,0,1.70699,2.28246,0.775131,16957,19446.4,226,232.82,7.82018,1,2,1,12595,1.2085,28770,42493.2,15042.8,4337,1904,7196,2516,3226,0.344343,0.151171,0.690462,0.199762,0.309538,0.066693,840,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,0,3.61485,2.17242,0.912533,1.26469,1.78002,2.68539,10258,1.17239,0.154063,0.601875,12640,14576.4,10849.1,37,226,226,2,0.054054,2610,1627,10422,0.406544,0.827471,37674,22641,9510.42,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.728,"LCG.Glucose.UC.free"
"sb_15_15_7_5",2.99119,3.37381,1.19435,2.32199,2.07869,0.32315,0,1.70699,2.28246,0.775131,16957,19446.4,226,232.82,7.82018,1,2,1,12595,1.2085,28770,42493.2,15042.8,4337,1904,7196,2516,3226,0.344343,0.151171,0.690462,0.199762,0.309538,0.066693,840,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,0,3.61485,2.17242,0.912533,1.26469,1.78002,2.68539,10258,1.17239,0.154063,0.601875,12640,14576.4,10849.1,37,226,226,2,0.054054,2610,1627,10422,0.406544,0.827471,37674,22641,9510.42,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.696,"LCG.Glucose.UC.free"
"scen07",2.48178,13.8389,5.97642,10.2068,1.92512,0.551806,0,0.949189,2.62064,2.09625,12547.3,36620.6,2666,2693.8,10.6008,1,2,1,11061,0.98224,27653,153072,66105.2,0,0,2665,8396,8596,0,0,0.236657,0.759063,0.763343,0,0,0,0,0.333333,0,1,0.410222,9e-05,-0.507963,468527000,11106,468527000,106.113,0,5,2,0,5,0,5,5,0,2.43771,42186.8,41895.9,1.16107,104.653,105.379,8196,0.385334,1.77318,1.81654,13526,12289.3,63432.4,62,468527000,468527000,2,0.511628,3066,2666,11261,0.509013,1.01808,27451,475066000,471790000,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.6,"LCG.Glucose.UC.free"
"st70_5",2.84052,6.60212,2.51199,0.764866,0.907869,0.606708,13,1.35743,3.03073,1.78463,303.941,566.049,12,55.2309,9.34873,2,2,1,232,1.04977,660,1531.69,582.783,46,12,178,172,43,0.198276,0.051724,0.80543,0.741379,0.19457,0,0,1,2,0.5,0.008621,1,0.335357,0.00431,-0.569137,652,24.3358,652,7.34619,0,5,2,0,5,0,5,5,0,2.9819,26.7919,14.5776,1.16781,3.17658,3.89189,207,0.788973,1.13574,0.94526,219,271.997,437.547,24,652,652,2,0.285714,24,210,221,1.05882,0.952586,659,5921,3221.65,100.837,1200,666.714,62.884,57.297,112.849,1200,309.115,257.371,400.789,12.83,46.932,65.413,264.04,13.796,111.881,1200,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",0.072,"LCG.Glucose.free"
"tpp_4_5_20_1",7.57317,32.5479,4.25778,1.24572,1.25086,0.020795,0,0.981308,2.92439,0,158.868,330.23,41,175.401,4.35712,2,7.64386,3.82193,82,0.811881,244,2668.93,349.138,60,0,0,21,101,0.731707,0,0,0.256098,1,0,0,1,1,1,0.012195,1,0.162641,0.012195,-0.65278,801,30.0189,801,9.99733,0,0,2,0,5,5,5,5,0,6.14851,26.6832,14.8842,1.28276,2.90267,5.28637,61,1.43751,2.14428,2.36991,101,180.888,433.163,22,801,801,10,0.863636,81,823,101,8.9505,1.23171,621,2695,1503.3,23.97,1200,10.135,560.442,2.681,341.457,83.049,6.305,6.858,40.589,5.859,6.079,235.525,1200,3.56,290.194,9.999,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.068,"Chuffed.free"
"tpp_5_3_30_1",6.73832,26.4606,3.92671,1.15246,1.17308,0.023936,0,0.999709,3.0674,0,207.054,418.156,46,195.95,4.25977,2,7.22882,3.61441,107,0.884298,319,2831.28,420.158,75,0,0,31,121,0.700935,0,0,0.28972,1,0,0,1,1,1,0.009346,1,0.167822,0.009346,-0.505684,901,39.0197,901,10.9507,0,0,2,0,5,5,5,5,0,5.95868,23.0909,13.8223,1.64565,3.47189,5.86286,76,1.35712,2.6148,2.45113,121,197.549,485.881,32,901,901,10,0.4375,91,693,121,6.47934,1.13084,721,2794,1672.5,113.325,1200,121.746,440.218,1.907,302.646,29.874,6.376,4.577,34.296,2.973,21.292,192.032,1200,3.017,241.499,34.362,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.072,"Chuffed.free"
"tpp_6_3_20_1",7.1625,29.8181,4.14001,1.20638,1.2139,0.018165,0,0.99441,2.84019,0,153.894,317.845,39,166.751,4.28112,2,7.49185,3.74593,80,0.824742,238,2385.45,331.201,58,0,0,21,97,0.725,0,0,0.2625,1,0,0,1,1,1,0.0125,1,0.169284,0.0125,-0.637909,761,30.0191,761,9.79613,0,0,2,0,5,5,5,5,0,5.90722,25.3505,14.5002,1.30225,2.9623,5.25894,59,1.43228,2.05451,2.33976,97,169.969,406.875,22,761,761,10,0.772727,77,705,97,8.06186,1.2125,573,2459,1406.52,6.762,1200,5.984,26.978,1.498,15.671,38.577,4.854,7.089,5.007,3.406,5.309,10.768,104.388,2.906,14.589,125.56,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.06,"Chuffed.free"
"tpp_7_3_20_1",7.77108,33.8696,4.30745,1.26467,1.26917,0.02605,0,0.974876,3.23214,0,161.256,336.08,42,179.073,4.39232,2,7.32193,3.66096,83,0.805825,247,2811.17,357.518,61,0,0,21,103,0.73494,0,0,0.253012,1,0,0,1,1,1,0.012048,1,0.15969,0.012048,-0.659876,821,30.0936,821,10.0956,0,0,2,0,5,5,5,5,0,6.26214,27.2816,15.0372,1.27344,2.88182,5.31195,62,1.43939,2.36244,2.61906,103,186.347,445.526,22,821,821,8,0.909091,83,885,103,9.39806,1.24096,645,2810,1548.83,21.365,1200,6.94,112.428,1.746,66.661,795.523,6.828,11.771,63.574,6.475,11.582,42.975,576.957,4.667,59.358,45.97,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.088,"Chuffed.free"
"tpp_7_3_30_1",8.18584,35.7065,4.31501,1.24661,1.24901,0.024031,0,0.97297,3.09178,0,226.8,465.108,52,221.467,4.39232,2,7.32193,3.66096,113,0.849624,337,4034.84,487.596,81,0,0,31,133,0.716814,0,0,0.274336,1,0,0,1,1,1,0.00885,1,0.143784,0.00885,-0.548686,1021,37.6575,1021,11.4858,0,0,2,0,5,5,5,5,0,6.95489,27.1128,15.0921,1.56048,3.19154,5.80542,82,1.39383,2.3234,2.54114,133,233.549,575.063,32,1021,1021,8,0.625,103,1095,133,9.00752,1.17699,925,3606,2007.25,943.574,1200,29.627,1200,1.866,1200,452.09,8.258,12.385,94.853,12.937,12.76,1200,1200,5.123,1200,232.57,"TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE",0.052,"Chuffed.free"
"ulysses22_5",2.84052,7.32346,2.73057,0.764866,1.31886,0.818779,13,1.35743,3.03073,1.84366,303.941,574.676,12,95.798,14.4308,2,2,1,232,1.04977,660,1699.04,633.492,46,12,178,172,43,0.198276,0.051724,0.80543,0.741379,0.19457,0,0,1,2,0.5,0.008621,1,0.335357,0.00431,-0.569137,22086,43.16,22086,8.15877,0,5,2,0,5,0,5,5,0,2.9819,511.724,305.537,1.16781,5.16744,6.01328,207,0.788973,1.13574,0.94526,219,271.997,523.763,24,22086,22086,2,0.285714,24,210,221,1.05882,0.952586,659,113091,67523.6,277.434,1200,1200,416.002,5.779,741.254,1200,1200,38.858,65.607,2.518,1.834,416.935,1078.34,17.942,678.476,1200,"TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",0.06,"newJointClass"
