Chi-squared,F ANOVA,PCA,Variance
0.8169934640522876,0.6646706586826348,0.8410596026490066,0.6951219512195121
0.6646706586826348,0.7375,0.7594936708860759,0.6951219512195121
0.7375,0.7375,0.9172413793103448,0.6951219512195121
0.7375,0.7375,0.9172413793103448,0.6951219512195121
0.6607142857142857,0.7383177570093458,0.8787878787878788,0.8979591836734694
0.6607142857142857,0.6607142857142857,0.6756756756756757,0.8979591836734694
0.8979591836734694,0.8979591836734694,0.8787878787878788,0.8979591836734694
0.6607142857142857,0.6607142857142857,0.6756756756756757,0.8979591836734694
0.6923076923076923,0.8333333333333334,0.41935483870967744,0.76
0.6296296296296297,0.76,0.6923076923076923,0.76
0.6923076923076923,0.76,0.41935483870967744,0.9130434782608696
0.8333333333333334,0.76,0.41935483870967744,0.76
0.8873239436619719,0.8108108108108109,0.7866666666666666,0.7631578947368421
0.654320987654321,0.8873239436619719,0.7866666666666666,0.5764705882352941
0.8873239436619719,0.8873239436619719,0.8611111111111112,0.7631578947368421
0.8873239436619719,0.8873239436619719,0.8356164383561644,0.5764705882352941
0.8088235294117647,0.8923076923076924,0.7323943661971831,0.5279503105590062
0.6621621621621622,0.6621621621621622,0.7323943661971831,0.5279503105590062
0.8923076923076924,0.8923076923076924,0.8222222222222222,0.4302325581395349
0.6621621621621622,0.8923076923076924,0.6510067114093959,0.5279503105590062
0.902439024390244,0.6595744680851063,0.746268656716418,0.5294117647058824
0.6595744680851063,0.6595744680851063,0.6714285714285714,0.3146067415730337
0.902439024390244,0.902439024390244,0.6714285714285714,0.4904458598726114
0.6595744680851063,0.6595744680851063,0.746268656716418,0.4268292682926829
0.7333333333333333,0.7333333333333333,0.708029197080292,0.828125
0.7333333333333333,0.6595744680851063,0.708029197080292,0.6714285714285714
0.6595744680851063,0.7333333333333333,0.8870967741935484,0.918032786885246
0.6595744680851063,0.813953488372093,0.708029197080292,0.828125
0.7142857142857143,0.7142857142857143,0.44,0.8
0.7142857142857143,0.6744186046511628,0.44,0.8
0.8947368421052632,0.7142857142857143,0.44,0.8
0.6744186046511628,0.6744186046511628,0.44,0.8
0.660377358490566,0.7254901960784313,0.76,0.5172413793103449
0.76,0.660377358490566,0.543859649122807,0.5172413793103449
0.76,0.7959183673469388,0.7254901960784313,0.5172413793103449
0.660377358490566,0.660377358490566,0.660377358490566,0.5172413793103449
0.65625,0.7377049180327869,0.7096774193548387,0.4133333333333333
0.65625,0.7377049180327869,0.8275862068965517,0.4133333333333333
0.65625,0.7966101694915254,0.8275862068965517,0.8275862068965517
0.65625,0.7377049180327869,0.7096774193548387,0.4133333333333333
0.8787878787878788,0.7222222222222222,0.6756756756756757,0.8235294117647058
0.6756756756756757,0.6756756756756757,0.6756756756756757,0.5897435897435898
0.8787878787878788,0.8787878787878788,0.7714285714285715,0.5897435897435898
0.8235294117647058,0.6756756756756757,0.6756756756756757,0.5897435897435898
0.7272727272727273,0.7272727272727273,0.6764705882352942,0.3734939759036144
0.6285714285714286,0.6521739130434783,0.5833333333333334,0.3734939759036144
0.6285714285714286,0.8095238095238095,0.78125,0.7014925373134329
0.6285714285714286,0.6521739130434783,0.6764705882352942,0.3734939759036144
0.7391304347826086,0.9047619047619048,0.6666666666666666,0.8897637795275591
0.7391304347826086,0.8181818181818182,0.6666666666666666,0.875
0.9047619047619048,0.9047619047619048,0.8320610687022901,0.875
0.6666666666666666,0.7391304347826086,0.8320610687022901,0.8897637795275591
0.6613756613756614,0.9030303030303032,0.8802395209580839,0.4672897196261682
0.6613756613756614,0.6613756613756614,0.7740112994350282,0.4672897196261682
0.7348066298342542,0.9030303030303032,0.8362573099415205,0.4672897196261682
0.6613756613756614,0.815028901734104,0.7740112994350282,0.7840909090909091
0.7297297297297297,0.8823529411764706,0.4883720930232558,0.9393939393939394
0.7297297297297297,0.6410256410256411,0.6842105263157895,0.9393939393939394
0.6410256410256411,0.6410256410256411,0.6,0.7297297297297297
0.6410256410256411,0.6410256410256411,0.6,0.4883720930232558
0.8039215686274509,0.7692307692307693,0.8039215686274509,0.84
0.6727272727272727,0.8039215686274509,0.8039215686274509,0.84
0.8039215686274509,0.7692307692307693,0.7358490566037735,0.84
0.7358490566037735,0.6727272727272727,0.8039215686274509,0.84
0.7358490566037735,0.8775510204081632,0.6428571428571429,0.9166666666666666
0.6727272727272727,0.7692307692307693,0.8039215686274509,0.9166666666666666
0.8775510204081632,0.8039215686274509,0.84,0.9166666666666666
0.7358490566037735,0.6727272727272727,0.84,0.9166666666666666
0.654320987654321,0.654320987654321,0.8356164383561644,0.5056179775280899
0.8108108108108109,0.7402597402597403,0.7179487179487181,0.5402298850574713
0.654320987654321,0.8108108108108109,0.8356164383561644,0.5402298850574713
0.7402597402597403,0.7402597402597403,0.7866666666666666,0.5056179775280899
0.7375,0.7375,0.8051948051948052,0.7594936708860759
0.6646706586826348,0.7375,0.7055214723926381,0.7594936708860759
0.7375,0.9041095890410958,0.8533333333333334,0.8657718120805369
0.6646706586826348,0.6646706586826348,0.7055214723926381,0.7594936708860759
0.7368421052631579,0.7368421052631579,0.8333333333333334,0.41935483870967744
0.6708860759493671,0.6708860759493671,0.7837837837837838,0.41935483870967744
0.7368421052631579,0.8857142857142857,0.7837837837837838,0.5903614457831325
0.6708860759493671,0.6708860759493671,0.6923076923076923,0.41935483870967744
0.7402597402597403,0.654320987654321,0.5581395348837209,0.4725274725274725
0.8873239436619719,0.8108108108108109,0.6962025316455697,0.4725274725274725
0.7402597402597403,0.654320987654321,0.8356164383561644,0.6144578313253012
0.8108108108108109,0.7402597402597403,0.5581395348837209,0.6144578313253012
0.7966101694915254,0.65625,0.8928571428571429,0.7096774193548387
0.65625,0.65625,0.8596491228070176,0.6060606060606061
0.7966101694915254,0.8928571428571429,0.8275862068965517,0.7096774193548387
0.65625,0.8928571428571429,0.8275862068965517,0.19101123595505615
0.6571428571428571,0.6571428571428571,0.8125,0.7313432835820896
0.6571428571428571,0.6571428571428571,0.7058823529411765,0.6111111111111112
0.8125,0.6571428571428571,0.7058823529411765,0.7313432835820896
0.6571428571428571,0.6571428571428571,0.5675675675675675,0.6111111111111112
0.6666666666666666,0.6666666666666666,0.6867469879518072,0.5053763440860215
0.6666666666666666,0.6666666666666666,0.6867469879518072,0.3461538461538461
0.7283950617283951,0.6666666666666666,0.5730337078651685,0.3461538461538461
0.7283950617283951,0.6666666666666666,0.8181818181818182,0.5555555555555556
0.6629213483146067,0.8048780487804879,0.7831325301204819,0.5913978494623656
0.6629213483146067,0.6629213483146067,0.5744680851063829,0.5913978494623656
0.6629213483146067,0.8048780487804879,0.7831325301204819,0.5913978494623656
0.6629213483146067,0.7411764705882353,0.5744680851063829,0.85
0.9029126213592232,0.7345132743362832,0.9215686274509804,0.568
0.7345132743362832,0.8148148148148148,0.7043478260869566,0.8148148148148148
0.8148148148148148,0.9029126213592232,0.8846153846153846,0.8148148148148148
0.7345132743362832,0.8148148148148148,0.8846153846153846,0.75
0.8125,0.8913043478260869,0.7227722772277227,0.23404255319148934
0.74,0.6571428571428571,0.5963302752293578,0.23404255319148934
0.6571428571428571,0.8913043478260869,0.7938144329896907,0.6111111111111112
0.74,0.6571428571428571,0.5963302752293578,0.3181818181818182
0.8125,0.9016393442622952,0.6811594202898551,0.8412698412698413
0.8125,0.7313432835820896,0.6811594202898551,0.8412698412698413
0.9016393442622952,0.8125,0.7313432835820896,0.9016393442622952
0.6571428571428571,0.9016393442622952,0.6811594202898551,0.6338028169014085
